"","x"
"sa28845.pdf.remuner",0.00637927569858266
"sa28969.pdf.spanish",0.0562662900819132
"sa28969.pdf.telefónica",0.0415933419947063
"sa28969.pdf.oberta",0.0312391564065245
"sa28969.pdf.xarxa",0.0312391564065245
"sa28969.pdf.sant",0.0306477256803099
"sa28969.pdf.generalitat",0.0284586024174307
"sa28969.pdf.catalonia",0.0166696435406436
"sa28969.pdf.del",0.0142211502404836
"sa28969.pdf.vallè",0.0131347395772757
"sa28969.pdf.barcelona",0.0109456163143964
"sa29001.pdf.lot",0.0666969767576029
"sa29001.pdf.req",0.0440512692303299
"sa29001.pdf.northern",0.0191417544996276
"sa29001.pdf.mio",0.0169427958578192
"sa29001.pdf.ireland",0.0161769641711844
"sa29001.pdf.repli",0.0142149398052465
"sa29001.pdf.indent",0.0132568365538165
"sa29001.pdf.kbps",0.0115611917977894
"sa29001.pdf.output",0.011060858020395
"sa29001.pdf.bandwidth",0.0069955465364539
"sa29028.pdf.cypriot",0.0904586712943737
"sa29028.pdf.cluster",0.0378555312700562
"sa29028.pdf.cyprus",0.0300162474635255
"sa29028.pdf.commission",0.00695835933033644
"sa29028.pdf.five",0.00681104247274625
"sa29028.pdf.downstreamkbp",0.00600324949270511
"sa29028.pdf.lit",0.00504813965507378
"sa29028.pdf.contractor",0.00483383900037971
"sa29028.pdf.coloc",0.00448943621598958
"sa29028.pdf.desir",0.00404866848169764
"sa29119.pdf.cornwal",0.0636743092690073
"sa29119.pdf.complain",0.0288714615014325
"sa29119.pdf.isl",0.0212247697563358
"sa29119.pdf.scilli",0.0212247697563358
"sa29119.pdf.ofcom",0.019506040933412
"sa29119.pdf.prefer",0.0130575854304664
"sa29119.pdf.openreach",0.0119821842778542
"sa29119.pdf.foreclos",0.0103795333542263
"sa29119.pdf.viii",0.00855870305561015
"sa29119.pdf.„equival",0.00795928865862591
"sa29606.pdf.nynet",0.0625039997897996
"sa29606.pdf.yorkshir",0.0349408521100227
"sa29606.pdf.north",0.0338544604284985
"sa29606.pdf.option",0.0160454040537265
"sa29606.pdf.pop",0.0118460002958828
"sa29606.pdf.harrog",0.0115917298629471
"sa29606.pdf.york",0.0115917298629471
"sa29606.pdf.nga",0.0105135478151147
"sa29606.pdf.virgin",0.00680243403119462
"sa29606.pdf.partner",0.00644496352778304
"sa29706.pdf.italian",0.0313621208673589
"sa29706.pdf.lombardia",0.016212934609344
"sa29706.pdf.advisor",0.0117319686772977
"sa29706.pdf.itu",0.00679925545390784
"sa29706.pdf.afflict",0.00586598433864886
"sa29706.pdf.cap",0.0050186129268145
"sa29706.pdf.elaps",0.00493271322338987
"sa29706.pdf.itali",0.0049305572171489
"sa29706.pdf.squar",0.00463226703124114
"sa29706.pdf.paragraph",0.00423840347143642
"sa29729.pdf.ireland",0.0753207694849413
"sa29729.pdf.irish",0.017113556548298
"sa29729.pdf.consum",0.0134118439966409
"sa29729.pdf.ratio",0.0094278718933531
"sa29729.pdf.anew",0.00800688180746783
"sa29729.pdf.eerp",0.00800688180746783
"sa29729.pdf.height",0.00800688180746783
"sa29729.pdf.obstruct",0.00800688180746783
"sa29729.pdf.overspil",0.00800688180746783
"sa29729.pdf.uncharg",0.00800688180746783
"sa297291.pdf.ireland",0.0753207694849413
"sa297291.pdf.irish",0.017113556548298
"sa297291.pdf.consum",0.0134118439966409
"sa297291.pdf.ratio",0.0094278718933531
"sa297291.pdf.anew",0.00800688180746783
"sa297291.pdf.eerp",0.00800688180746783
"sa297291.pdf.height",0.00800688180746783
"sa297291.pdf.obstruct",0.00800688180746783
"sa297291.pdf.overspil",0.00800688180746783
"sa297291.pdf.uncharg",0.00800688180746783
"sa29775.pdf.lucca",0.0523129606230732
"sa29775.pdf.provinc",0.0272263926615974
"sa29775.pdf.italian",0.0268930763703824
"sa29775.pdf.tuscani",0.0237221794346279
"sa29775.pdf.district",0.0133081122663833
"sa29775.pdf.provinci",0.0115790172178265
"sa29775.pdf.agcm",0.0109975077379572
"sa29775.pdf.agcom",0.00923954985803019
"sa29775.pdf.employe",0.00826212921177676
"sa29775.pdf.bilater",0.00606358902943175
"sa29826.pdf.italian",0.0298706777861111
"sa29826.pdf.itali",0.0117402045737223
"sa29826.pdf.adjud",0.007047202958483
"sa29826.pdf.extraprofit",0.007047202958483
"sa29826.pdf.agricultur",0.0070441227442334
"sa29826.pdf.optic",0.00650811777476849
"sa29826.pdf.reinvest",0.00618319519431937
"sa29826.pdf.hoc",0.00597072972907286
"sa29826.pdf.eafrd",0.00584071505575511
"sa29826.pdf.pstn",0.00558702419454422
"sa29874.pdf.estonia",0.0560436489143085
"sa29874.pdf.estwin",0.0511615324358304
"sa29874.pdf.preapplic",0.0255807662179152
"sa29874.pdf.estonian",0.0230226895961237
"sa29874.pdf.subproject",0.0167024648770226
"sa29874.pdf.entrust",0.0163708280089563
"sa29874.pdf.eek",0.0153484597307491
"sa29874.pdf.discharg",0.0132417181577154
"sa29874.pdf.mission",0.0127903831089576
"sa29874.pdf.compens",0.0112833762189453
"sa30296.pdf.swedish",0.0599375509355513
"sa30296.pdf.sweden",0.0276992616297194
"sa30296.pdf.sami",0.0150214478739428
"sa30296.pdf.counti",0.0138050485575127
"sa30296.pdf.nra",0.00927609848663478
"sa30296.pdf.eafrd",0.00846753149191301
"sa30296.pdf.board",0.00817211159582451
"sa30296.pdf.agricultur",0.00816972998686863
"sa30296.pdf.decre",0.00596512329089379
"sa30296.pdf.nga",0.00596061257894295
"sa30317.pdf.portugues",0.0509726353336014
"sa30317.pdf.portug",0.0339817568890676
"sa30317.pdf.vila",0.0312240547385109
"sa30317.pdf.nova",0.0169908784445338
"sa30317.pdf.castelo",0.0124896218954044
"sa30317.pdf.são",0.0124896218954044
"sa30317.pdf.santa",0.0113272522963559
"sa30317.pdf.alentejo",0.00936721642155328
"sa30317.pdf.anacom",0.00936721642155328
"sa30317.pdf.azor",0.00936721642155328
"sa303171.pdf.portugues",0.0499346955484927
"sa303171.pdf.portug",0.0315377024516796
"sa303171.pdf.vila",0.0289783412580094
"sa303171.pdf.nova",0.0157688512258398
"sa303171.pdf.anacom",0.0144891706290047
"sa303171.pdf.rede",0.0134355043224753
"sa303171.pdf.dos",0.0121839608549153
"sa303171.pdf.alentejo",0.0115913365032038
"sa303171.pdf.castelo",0.0115913365032038
"sa303171.pdf.são",0.0115913365032038
