"","x"
"sa34932.pdf.author",97
"sa34932.pdf.access",93
"sa34932.pdf.oper",93
"sa34932.pdf.servic",78
"sa34932.pdf.polish",66
"sa34932.pdf.aid",62
"sa34932.pdf.plan",62
"sa35000.pdf.network",66
"sa35000.pdf.measur",58
"sa35000.pdf.broadband",54
"sa35000.pdf.municip",53
"sa35000.pdf.oper",50
"sa35000.pdf.aid",44
"sa35000.pdf.servic",38
"sa35000.pdf.access",36
"sa35000.pdf.nga",34
"sa35000.pdf.recit",33
"sa35027.pdf.broadband",101
"sa35027.pdf.oper",95
"sa35027.pdf.servic",94
"sa35027.pdf.infrastructur",89
"sa35027.pdf.author",84
"sa35027.pdf.network",76
"sa35027.pdf.access",69
"sa35027.pdf.public",67
"sa35027.pdf.project",58
"sa35027.pdf.aid",56
"sa35028.pdf.broadband",101
"sa35028.pdf.oper",95
"sa35028.pdf.servic",94
"sa35028.pdf.infrastructur",89
"sa35028.pdf.author",84
"sa35028.pdf.network",76
"sa35028.pdf.access",69
"sa35028.pdf.public",67
"sa35028.pdf.project",58
"sa35028.pdf.aid",56
"sa35029.pdf.broadband",101
"sa35029.pdf.oper",95
"sa35029.pdf.servic",94
"sa35029.pdf.infrastructur",89
"sa35029.pdf.author",84
"sa35029.pdf.network",76
"sa35029.pdf.access",69
"sa35029.pdf.public",67
"sa35029.pdf.project",58
"sa35029.pdf.aid",56
"sa35060.pdf.mobil",41
"sa35060.pdf.infrastructur",31
"sa35060.pdf.mnos",30
"sa35060.pdf.mip",29
"sa35060.pdf.aid",27
"sa35060.pdf.oper",23
"sa35060.pdf.servic",20
"sa35060.pdf.measur",19
"sa35060.pdf.coverag",18
"sa35060.pdf.site",18
"sa35233.pdf.aid",22
"sa35233.pdf.commiss",13
"sa35233.pdf.broadband",8
"sa35233.pdf.intens",8
"sa35233.pdf.articl",7
"sa35233.pdf.increas",6
"sa35233.pdf.measur",6
"sa35233.pdf.scheme",6
"sa35233.pdf.origin",5
"sa35233.pdf.tfeu",5
"sa35562.pdf.network",61
"sa35562.pdf.aid",39
"sa35562.pdf.broadband",36
"sa35562.pdf.oper",36
"sa35562.pdf.access",32
"sa35562.pdf.measur",32
"sa35562.pdf.servic",27
"sa35562.pdf.infrastructur",25
"sa35562.pdf.nga",24
"sa35562.pdf.market",21
"sa35834.pdf.aid",59
"sa35834.pdf.measur",48
"sa35834.pdf.access",45
"sa35834.pdf.broadband",45
"sa35834.pdf.oper",41
"sa35834.pdf.network",33
"sa35834.pdf.infrastructur",30
"sa35834.pdf.paragraph",26
"sa35834.pdf.competit",25
"sa35834.pdf.author",23
"sa35913.pdf.aid",30
"sa35913.pdf.commiss",20
"sa35913.pdf.scheme",19
"sa35913.pdf.million",13
"sa35913.pdf.budget",12
"sa35913.pdf.sek",12
"sa35913.pdf.amend",10
"sa35913.pdf.articl",10
"sa35913.pdf.increas",10
"sa35913.pdf.sweden",10
"sa35949.pdf.network",104
"sa35949.pdf.broadband",80
"sa35949.pdf.infrastructur",80
"sa35949.pdf.servic",72
"sa35949.pdf.oper",69
"sa35949.pdf.backhaul",63
"sa35949.pdf.author",59
"sa35949.pdf.access",57
"sa35949.pdf.aid",54
"sa35949.pdf.polish",49
"sa36132.pdf.network",47
"sa36132.pdf.broadband",44
"sa36132.pdf.project",39
"sa36132.pdf.rural",36
"sa36132.pdf.develop",31
"sa36132.pdf.infrastructur",31
"sa36132.pdf.rain",27
"sa36132.pdf.author",24
"sa36132.pdf.measur",22
"sa36132.pdf.oper",22
"sa36234.pdf.network",102
"sa36234.pdf.infrastructur",83
"sa36234.pdf.oper",66
"sa36234.pdf.backhaul",64
"sa36234.pdf.broadband",64
"sa36234.pdf.author",59
"sa36234.pdf.servic",58
"sa36234.pdf.bulgarian",50
"sa36234.pdf.aid",46
"sa36234.pdf.access",43
"sa36601.pdf.access",52
"sa36601.pdf.aid",38
"sa36601.pdf.network",31
"sa36601.pdf.oper",31
"sa36601.pdf.measur",30
"sa36601.pdf.price",29
"sa36601.pdf.recit",28
"sa36601.pdf.wholesal",24
"sa36601.pdf.broadband",22
"sa36601.pdf.infrastructur",22
"sa36703.pdf.aid",26
"sa36703.pdf.network",17
"sa36703.pdf.broadband",16
"sa36703.pdf.commiss",14
"sa36703.pdf.measur",14
"sa36703.pdf.guidelin",13
"sa36703.pdf.paragraph",9
"sa36703.pdf.avail",8
"sa36703.pdf.inform",8
"sa36703.pdf.access",7
"sa36918.pdf.network",84
"sa36918.pdf.connect",82
"sa36918.pdf.baltic",69
"sa36918.pdf.cabl",65
"sa36918.pdf.finnish",59
"sa36918.pdf.author",57
"sa36918.pdf.infrastructur",51
"sa36918.pdf.servic",48
"sa36918.pdf.oper",47
"sa36918.pdf.provid",46
"sa37558.pdf.broadband",84
"sa37558.pdf.network",81
"sa37558.pdf.oper",81
"sa37558.pdf.infrastructur",78
"sa37558.pdf.access",76
"sa37558.pdf.servic",60
"sa37558.pdf.author",48
"sa37558.pdf.measur",47
"sa37558.pdf.provid",44
"sa37558.pdf.aid",43
"sa37682.pdf.aid",13
"sa37682.pdf.commiss",13
"sa37682.pdf.measur",12
"sa37682.pdf.inform",8
"sa37682.pdf.network",8
"sa37682.pdf.articl",5
"sa37682.pdf.broadband",5
"sa37682.pdf.germani",5
"sa37682.pdf.avail",4
"sa37682.pdf.brandenburg",4
"sa37685.pdf.aid",83
"sa37685.pdf.project",57
"sa37685.pdf.broadband",51
"sa37685.pdf.network",44
"sa37685.pdf.scheme",26
"sa37685.pdf.finland",23
"sa37685.pdf.oper",23
"sa37685.pdf.applic",21
"sa37685.pdf.access",20
"sa37685.pdf.accord",20
"sa37812.pdf.aid",9
"sa37812.pdf.commiss",7
"sa37812.pdf.june",5
"sa37812.pdf.region",5
"sa37812.pdf.approv",4
"sa37812.pdf.prolong",4
"sa37812.pdf.scheme",4
"sa37812.pdf.rag",3
"sa37812.pdf.applic",2
"sa37812.pdf.brussel",2
"sa37860.pdf.broadband",11
"sa37860.pdf.network",11
"sa37860.pdf.commiss",10
"sa37860.pdf.measur",10
"sa37860.pdf.aid",9
"sa37860.pdf.greec",6
"sa37860.pdf.inform",6
"sa37860.pdf.access",5
"sa37860.pdf.author",5
"sa37860.pdf.decemb",5
"sa37864.pdf.measur",19
"sa37864.pdf.broadband",18
"sa37864.pdf.aid",17
"sa37864.pdf.commiss",17
"sa37864.pdf.network",14
"sa37864.pdf.guidelin",13
"sa37864.pdf.inform",11
"sa37864.pdf.notifi",8
"sa37864.pdf.articl",7
"sa37864.pdf.author",7
"sa38025.pdf.broadband",40
"sa38025.pdf.scheme",31
"sa38025.pdf.aid",29
"sa38025.pdf.commiss",25
"sa38025.pdf.guidelin",24
"sa38025.pdf.author",23
"sa38025.pdf.italian",21
"sa38025.pdf.network",20
"sa38025.pdf.inform",19
"sa38025.pdf.infrastructur",19
"sa38348.pdf.measur",31
"sa38348.pdf.aid",30
"sa38348.pdf.network",24
"sa38348.pdf.commiss",22
"sa38348.pdf.broadband",17
"sa38348.pdf.access",16
"sa38348.pdf.oper",16
"sa38348.pdf.servic",14
"sa38348.pdf.nga",12
"sa38348.pdf.market",11
"sa38626.pdf.network",87
"sa38626.pdf.oper",81
"sa38626.pdf.access",76
"sa38626.pdf.infrastructur",68
"sa38626.pdf.aid",66
"sa38626.pdf.broadband",58
"sa38626.pdf.measur",52
"sa38626.pdf.public",52
"sa38626.pdf.project",44
"sa38626.pdf.nra",40
"sa38690.pdf.measur",57
"sa38690.pdf.access",55
"sa38690.pdf.aid",52
"sa38690.pdf.broadband",48
"sa38690.pdf.network",48
"sa38690.pdf.oper",44
"sa38690.pdf.recit",41
"sa38690.pdf.infrastructur",40
"sa38690.pdf.price",40
"sa38690.pdf.amend",36
"sa39089.pdf.mobil",43
"sa39089.pdf.oper",39
"sa39089.pdf.servic",34
"sa39089.pdf.infrastructur",33
"sa39089.pdf.aid",30
"sa39089.pdf.measur",26
"sa39089.pdf.network",25
"sa39089.pdf.broadband",22
"sa39089.pdf.author",21
"sa39089.pdf.provid",21
"sa39090.pdf.mobil",43
"sa39090.pdf.oper",39
"sa39090.pdf.servic",34
"sa39090.pdf.infrastructur",33
"sa39090.pdf.aid",30
"sa39090.pdf.measur",26
"sa39090.pdf.network",25
"sa39090.pdf.broadband",22
"sa39090.pdf.author",21
"sa39090.pdf.provid",21
"sa39518.pdf.network",46
"sa39518.pdf.oper",44
"sa39518.pdf.infrastructur",35
"sa39518.pdf.aid",33
"sa39518.pdf.measur",30
"sa39518.pdf.broadband",29
"sa39518.pdf.servic",26
"sa39518.pdf.provid",24
"sa39518.pdf.access",23
"sa39518.pdf.nga",20
"sa40720.pdf.access",231
"sa40720.pdf.broadband",155
"sa40720.pdf.infrastructur",154
"sa40720.pdf.provid",148
"sa40720.pdf.implement",120
"sa40720.pdf.network",110
"sa40720.pdf.requir",109
"sa40720.pdf.bodi",107
"sa40720.pdf.aid",106
"sa40720.pdf.public",105
"sa41065.pdf.network",116
"sa41065.pdf.oper",106
"sa41065.pdf.infrastructur",102
"sa41065.pdf.backhaul",85
"sa41065.pdf.market",73
"sa41065.pdf.access",71
"sa41065.pdf.incumb",68
"sa41065.pdf.scheme",67
"sa41065.pdf.servic",50
"sa41065.pdf.broadband",49
"sa41175.pdf.aid",43
"sa41175.pdf.measur",30
"sa41175.pdf.evalu",29
"sa41175.pdf.commiss",19
"sa41175.pdf.effect",18
"sa41175.pdf.scheme",18
"sa41175.pdf.broadband",17
"sa41175.pdf.access",16
"sa41175.pdf.servic",16
"sa41175.pdf.austria",14
"sa41416.pdf.aid",31
"sa41416.pdf.network",31
"sa41416.pdf.measur",29
"sa41416.pdf.nga",23
"sa41416.pdf.broadband",17
"sa41416.pdf.oper",17
"sa41416.pdf.commiss",16
"sa41416.pdf.infrastructur",13
"sa41416.pdf.market",13
"sa41416.pdf.municip",13
"sa43404.pdf.commiss",3
"sa43404.pdf.address",1
"sa43404.pdf.aid",1
"sa43404.pdf.brussel",1
"sa43404.pdf.competit",1
"sa43404.pdf.director",1
"sa43404.pdf.electron",1
"sa43404.pdf.european",1
"sa43404.pdf.faith",1
"sa43404.pdf.follow",1
"sa43484.pdf.aid",59
"sa43484.pdf.evalu",59
"sa43484.pdf.scheme",52
"sa43484.pdf.commiss",23
"sa43484.pdf.plan",20
"sa43484.pdf.gber",19
"sa43484.pdf.poland",18
"sa43484.pdf.articl",17
"sa43484.pdf.effect",13
"sa43484.pdf.result",12
"sa46203.pdf.oper",77
"sa46203.pdf.network",73
"sa46203.pdf.access",59
"sa46203.pdf.infrastructur",47
"sa46203.pdf.broadband",46
"sa46203.pdf.public",44
"sa46203.pdf.poland",41
"sa46203.pdf.nga",33
"sa46203.pdf.subsidis",32
"sa46203.pdf.scheme",31
"sa46372.pdf.network",67
"sa46372.pdf.broadband",63
"sa46372.pdf.measur",63
"sa46372.pdf.author",54
"sa46372.pdf.lithuanian",53
"sa46372.pdf.infrastructur",47
"sa46372.pdf.oper",43
"sa46372.pdf.aid",42
"sa46372.pdf.access",40
"sa46372.pdf.prip",36
"sa46613.pdf.aid",28
"sa46613.pdf.network",28
"sa46613.pdf.broadband",23
"sa46613.pdf.access",22
"sa46613.pdf.measur",22
"sa46613.pdf.provid",16
"sa46613.pdf.competit",15
"sa46613.pdf.infrastructur",15
"sa46613.pdf.market",15
"sa46613.pdf.servic",15
"sa46731.pdf.broadband",21
"sa46731.pdf.aid",17
"sa46731.pdf.austria",17
"sa46731.pdf.measur",15
"sa46731.pdf.provid",15
"sa46731.pdf.competit",13
"sa46731.pdf.infrastructur",13
"sa46731.pdf.market",13
"sa46731.pdf.privat",11
"sa46731.pdf.servic",11
"sa46805.pdf.access",115
"sa46805.pdf.vula",78
"sa46805.pdf.offer",70
"sa46805.pdf.germani",60
"sa46805.pdf.product",59
"sa46805.pdf.seeker",56
"sa46805.pdf.nga",44
"sa46805.pdf.cabinet",42
"sa46805.pdf.handov",42
"sa46805.pdf.level",41
"sa48325.pdf.access",108
"sa48325.pdf.broadband",97
"sa48325.pdf.austria",88
"sa48325.pdf.network",87
"sa48325.pdf.upper",83
"sa48325.pdf.feder",80
"sa48325.pdf.aid",76
"sa48325.pdf.infrastructur",72
"sa48325.pdf.author",65
"sa48325.pdf.wholesal",64
"sa48418.pdf.target",82
"sa48418.pdf.network",76
"sa48418.pdf.measur",73
"sa48418.pdf.speed",71
"sa48418.pdf.infrastructur",66
"sa48418.pdf.mbps",49
"sa48418.pdf.provid",44
"sa48418.pdf.broadband",43
"sa48418.pdf.aid",41
"sa48418.pdf.compani",41
"sa49445.pdf.commiss",9
"sa49445.pdf.decis",8
"sa49445.pdf.scheme",7
"sa49445.pdf.aid",6
"sa49445.pdf.budget",6
"sa49445.pdf.recit",6
"sa49445.pdf.addit",5
"sa49445.pdf.author",5
"sa49445.pdf.accord",4
"sa49445.pdf.articl",4
"sa49614.pdf.network",89
"sa49614.pdf.infrastructur",83
"sa49614.pdf.measur",74
"sa49614.pdf.broadband",71
"sa49614.pdf.access",68
"sa49614.pdf.author",56
"sa49614.pdf.oper",52
"sa49614.pdf.lithuanian",51
"sa49614.pdf.aid",47
"sa49614.pdf.ngn",46
"sa49935.pdf.servic",60
"sa49935.pdf.evalu",53
"sa49935.pdf.measur",53
"sa49935.pdf.aid",45
"sa49935.pdf.commiss",43
"sa49935.pdf.sfbb",35
"sa49935.pdf.author",31
"sa49935.pdf.scheme",31
"sa49935.pdf.greek",30
"sa49935.pdf.broadband",28
"sa50844.pdf.measur",79
"sa50844.pdf.network",78
"sa50844.pdf.infrastructur",75
"sa50844.pdf.broadband",59
"sa50844.pdf.styria",59
"sa50844.pdf.aid",58
"sa50844.pdf.nga",49
"sa50844.pdf.passiv",49
"sa50844.pdf.access",47
"sa50844.pdf.provid",46
"sa52224.pdf.network",79
"sa52224.pdf.access",75
"sa52224.pdf.carinthia",64
"sa52224.pdf.measur",63
"sa52224.pdf.infrastructur",60
"sa52224.pdf.broadband",53
"sa52224.pdf.aid",50
"sa52224.pdf.market",43
"sa52224.pdf.ngangn",42
"sa52224.pdf.provid",40
"sa52732.pdf.network",126
"sa52732.pdf.measur",122
"sa52732.pdf.infrastructur",110
"sa52732.pdf.target",97
"sa52732.pdf.oper",74
"sa52732.pdf.aid",71
"sa52732.pdf.provid",70
"sa52732.pdf.access",69
"sa52732.pdf.speed",67
"sa52732.pdf.germani",65
"sa54668.pdf.network",98
"sa54668.pdf.measur",76
"sa54668.pdf.target",75
"sa54668.pdf.infrastructur",64
"sa54668.pdf.speed",61
"sa54668.pdf.aid",57
"sa54668.pdf.mbps",51
"sa54668.pdf.oper",45
"sa54668.pdf.broadband",43
"sa54668.pdf.provid",41
"sa54684.pdf.mobil",118
"sa54684.pdf.infrastructur",74
"sa54684.pdf.aid",57
"sa54684.pdf.network",56
"sa54684.pdf.measur",52
"sa54684.pdf.servic",50
"sa54684.pdf.brandenburg",48
"sa54684.pdf.passiv",46
"sa54684.pdf.access",42
"sa54684.pdf.support",40
"sa55578.pdf.mobil",101
"sa55578.pdf.infrastructur",59
"sa55578.pdf.network",50
"sa55578.pdf.author",49
"sa55578.pdf.provid",49
"sa55578.pdf.aid",46
"sa55578.pdf.passiv",44
"sa55578.pdf.support",44
"sa55578.pdf.hessen",40
"sa55578.pdf.land",40
"sa56426.pdf.mobil",113
"sa56426.pdf.servic",55
"sa56426.pdf.network",50
"sa56426.pdf.infrastructur",46
"sa56426.pdf.measur",42
"sa56426.pdf.aid",41
"sa56426.pdf.passiv",33
"sa56426.pdf.provid",33
"sa56426.pdf.competit",31
"sa56426.pdf.access",30
"sa56599.pdf.decis",19
"sa56599.pdf.recit",17
"sa56599.pdf.evalu",15
"sa56599.pdf.scheme",14
"sa56599.pdf.commiss",13
"sa56599.pdf.aid",11
"sa56599.pdf.report",10
"sa56599.pdf.submit",10
"sa56599.pdf.measur",8
"sa56599.pdf.author",7
"sa57216.pdf.mobil",120
"sa57216.pdf.measur",106
"sa57216.pdf.author",95
"sa57216.pdf.aid",84
"sa57216.pdf.network",74
"sa57216.pdf.servic",72
"sa57216.pdf.access",68
"sa57216.pdf.infrastructur",67
"sa57216.pdf.spanish",66
"sa57216.pdf.activ",59
"sa57357.pdf.servic",51
"sa57357.pdf.student",43
"sa57357.pdf.broadband",36
"sa57357.pdf.measur",34
"sa57357.pdf.provid",32
"sa57357.pdf.elig",28
"sa57357.pdf.aid",26
"sa57357.pdf.telecommun",26
"sa57357.pdf.voucher",25
"sa57357.pdf.educ",22
"sa57495.pdf.servic",43
"sa57495.pdf.provid",38
"sa57495.pdf.elig",31
"sa57495.pdf.telecommun",28
"sa57495.pdf.aid",26
"sa57495.pdf.measur",26
"sa57495.pdf.famili",21
"sa57495.pdf.voucher",21
"sa57495.pdf.recit",18
"sa57495.pdf.econom",15
"sa57496.pdf.measur",135
"sa57496.pdf.servic",130
"sa57496.pdf.provid",115
"sa57496.pdf.voucher",73
"sa57496.pdf.elig",67
"sa57496.pdf.author",65
"sa57496.pdf.italian",65
"sa57496.pdf.communic",64
"sa57496.pdf.electron",62
"sa57496.pdf.smes",60
"sa57497.pdf.network",116
"sa57497.pdf.scheme",97
"sa57497.pdf.school",96
"sa57497.pdf.public",87
"sa57497.pdf.aid",77
"sa57497.pdf.provid",77
"sa57497.pdf.servic",71
"sa57497.pdf.broadband",67
"sa57497.pdf.infrastructur",66
"sa57497.pdf.author",63
"sa58074.pdf.scheme",41
"sa58074.pdf.mobil",25
"sa58074.pdf.aid",22
"sa58074.pdf.infrastructur",18
"sa58074.pdf.commiss",17
"sa58074.pdf.fund",16
"sa58074.pdf.coverag",14
"sa58074.pdf.decis",14
"sa58074.pdf.passiv",14
"sa58074.pdf.mnos",13
"sa58099.pdf.mobil",188
"sa58099.pdf.infrastructur",101
"sa58099.pdf.measur",96
"sa58099.pdf.passiv",82
"sa58099.pdf.servic",64
"sa58099.pdf.network",63
"sa58099.pdf.mnos",57
"sa58099.pdf.access",47
"sa58099.pdf.fmi",41
"sa58099.pdf.oper",39
"sa58261.pdf.broadband",49
"sa58261.pdf.aid",48
"sa58261.pdf.scheme",46
"sa58261.pdf.amend",31
"sa58261.pdf.network",30
"sa58261.pdf.austria",28
"sa58261.pdf.access",25
"sa58261.pdf.support",24
"sa58261.pdf.commiss",23
"sa58261.pdf.infrastructur",21
"sa59574.pdf.mobil",136
"sa59574.pdf.infrastructur",63
"sa59574.pdf.aid",60
"sa59574.pdf.network",55
"sa59574.pdf.servic",55
"sa59574.pdf.scheme",50
"sa59574.pdf.access",44
"sa59574.pdf.measur",44
"sa59574.pdf.author",39
"sa59574.pdf.grant",38
"sa62696.pdf.measur",13
"sa62696.pdf.commiss",9
"sa62696.pdf.speed",8
"sa62696.pdf.mbps",7
"sa62696.pdf.aid",6
"sa62696.pdf.download",6
"sa62696.pdf.european",6
"sa62696.pdf.notifi",6
"sa62696.pdf.provid",6
"sa62696.pdf.symmetr",6
"sa63172.pdf.measur",191
"sa63172.pdf.notifi",171
"sa63172.pdf.network",166
"sa63172.pdf.access",126
"sa63172.pdf.infrastructur",124
"sa63172.pdf.support",117
"sa63172.pdf.target",83
"sa63172.pdf.deploy",82
"sa63172.pdf.passiv",76
"sa63172.pdf.broadband",69
